# Gene Family	5492_S3_Abundance-CPM	5501_S5_Abundance-CPM
UNMAPPED	563819	571299
UNGROUPED	387732	330923
K00003: homoserine dehydrogenase [EC:1.1.1.3]	7.27835	13.7637
K00007: D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	27.4176	67.2254
K00010: myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	0.419054	0
K00012: UDPglucose 6-dehydrogenase [EC:1.1.1.22]	0.523088	4.58953
K00013: histidinol dehydrogenase [EC:1.1.1.23]	4.79943	3.09595
K00014: shikimate dehydrogenase [EC:1.1.1.25]	19.8756	44.2094
K00015: glyoxylate reductase [EC:1.1.1.26]	8.56891	18.0759
K00016: L-lactate dehydrogenase [EC:1.1.1.27]	0.238131	0.450894
K00019: 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	23.4798	53.1347
K00020: 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	22.265	65.7518
K00023: acetoacetyl-CoA reductase [EC:1.1.1.36]	35.9002	66.7482
K00024: malate dehydrogenase [EC:1.1.1.37]	40.189	83.9818
K00029: malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	41.1386	89.2516
K00030: isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	3.35098	0.469928
K00031: isocitrate dehydrogenase [EC:1.1.1.42]	40.9143	84.0266
K00033: 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	1.31011	0
K00034: glucose 1-dehydrogenase [EC:1.1.1.47]	13.2053	35.8622
K00035: D-galactose 1-dehydrogenase [EC:1.1.1.48]	0.638401	1.05662
K00036: glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	31.1655	70.7643
K00042: 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	11.9676	9.22553
K00043: 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	25.8296	56.6001
K00046: gluconate 5-dehydrogenase	28.7853	67.2566
K00052: 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	6.96305	10.8792
K00053: ketol-acid reductoisomerase [EC:1.1.1.86]	195.991	190.146
K00054: hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	2.94577	7.52359
K00057: glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	3.83351	6.61463
K00058: D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	63.4908	143.305
K00059: 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	129.578	277.856
K00067: dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	18.6307	36.4296
K00074: 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	94.4298	150.934
K00075: UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	25.4056	71.4917
K00077: 2-dehydropantoate 2-reductase [EC:1.1.1.169]	58.136	145.795
K00088: IMP dehydrogenase [EC:1.1.1.205]	10.9889	16.9282
K00090: gluconate 2-dehydrogenase [EC:1.1.1.215]	25.4802	60.1073
K00091: dihydroflavonol-4-reductase	0.276896	0.885712
K00097: 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	25.1782	49.4152
K00099: 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	15.9758	44.2604
K00101: L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	25.0376	49.4297
K00102: D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	34.0628	76.0814
K00104: glycolate oxidase [EC:1.1.3.15]	27.3473	48.0441
K00108: choline dehydrogenase [EC:1.1.99.1]	37.9701	71.0109
K00111: glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	8.28571	11.3578
K00114: alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	1.51429	1.35502
