# Gene Family	5492_S3_Abundance-RPKs	5501_S5_Abundance-RPKs
UniRef90_A0A011MC32|unclassified	0	369.8771007079
UniRef90_A0A011MH49|unclassified	0	88.0238193032
UniRef90_A0A011N307|unclassified	96.4422977272	0
UniRef90_A0A011NIS4|unclassified	0	393.6768034592
UniRef90_A0A011NSL1|unclassified	109.1992219954	0
UniRef90_A0A011NZC1|unclassified	125.9868802658	0
UniRef90_A0A011P290|unclassified	66.7651887750	89.0732835281
UniRef90_A0A011P595|unclassified	399.8085438718	135.7138278988
UniRef90_A0A011PFD2|unclassified	53.5194932164	0
UniRef90_A0A011PIF7|unclassified	19.1760412741	0
UniRef90_A0A011PIM7|unclassified	1147.3683212243	713.4824670261
UniRef90_A0A011PIN5|unclassified	77.2323216612	88.5005150741
UniRef90_A0A011PYM6|unclassified	210.9967281302	0
UniRef90_A0A011Q0V2|unclassified	14.9992698486	34.4743891749
UniRef90_A0A011QEJ9|unclassified	300.5455568318	148.6621283063
UniRef90_A0A011QJL6|unclassified	0	87.0364454742
UniRef90_A0A011QM46|unclassified	24.3593837669	28.2996327042
UniRef90_A0A011QML1|unclassified	286.7590480508	236.9697133046
UniRef90_A0A011R8C6|unclassified	920.0401366105	1708.5535841682
UniRef90_A0A011RA40|unclassified	0	65.2267075622
UniRef90_A0A011RJ45|unclassified	62.2928988553	68.6660507855
UniRef90_A0A011SPD5|unclassified	0	34.0539196158
UniRef90_A0A011USL0|unclassified	0	47.5986671504
UniRef90_A0A011UWN8|unclassified	16.3011458043	40.5798500237
UniRef90_A0A013VCC3|g__Sphingobium.s__Sphingobium_yanoikuyae	52.1157043255	46.3768115942
UniRef90_A0A013VE09|g__Sphingobium.s__Sphingobium_yanoikuyae	129.0611241466	104.5645011675
UniRef90_A0A013VFJ7|g__Sphingobium.s__Sphingobium_yanoikuyae	90.5647911251	116.9171289341
UniRef90_A0A013VFJ7|unclassified	11.9355390491	0
UniRef90_A0A013VFV5|g__Sphingobium.s__Sphingobium_yanoikuyae	52.3415977961	98.5495293643
UniRef90_A0A013VH27|g__Sphingobium.s__Sphingobium_yanoikuyae	87.9915963514	72.1749034185
UniRef90_A0A013VIF6|g__Sphingobium.s__Sphingobium_yanoikuyae	25.1200353465	83.7380884355
UniRef90_A0A013VIG9|g__Sphingobium.s__Sphingobium_yanoikuyae	69.6027252898	164.1052164918
UniRef90_A0A013VJN6|g__Sphingobium.s__Sphingobium_yanoikuyae	37.3786971343	68.2639316916
UniRef90_A0A013VL74|g__Sphingobium.s__Sphingobium_yanoikuyae	69.2204725095	113.0902387448
UniRef90_A0A013VL97|g__Sphingobium.s__Sphingobium_yanoikuyae	75.2688172043	209.6199183486
UniRef90_A0A013VN08|g__Sphingobium.s__Sphingobium_yanoikuyae	84.5306301236	142.4562061702
UniRef90_A0A013VPJ4|g__Sphingobium.s__Sphingobium_yanoikuyae	32.6763255346	0
UniRef90_A0A013VRK0|g__Sphingobium.s__Sphingobium_yanoikuyae	66.6056884451	93.9723751831
UniRef90_A0A013VRR7|g__Sphingobium.s__Sphingobium_yanoikuyae	31.0077519380	128.6082847506
UniRef90_A0A013VRT7|g__Sphingobium.s__Sphingobium_yanoikuyae	18.5185185185	73.0115361263
UniRef90_A0A013WEV1|g__Sphingobium.s__Sphingobium_yanoikuyae	0	24.2016434411
UniRef90_A0A013WFP9|g__Sphingobium.s__Sphingobium_yanoikuyae	115.7504547120	155.0608152328
UniRef90_A0A013WK94|g__Sphingobium.s__Sphingobium_yanoikuyae	52.4375417068	82.1544481672
UniRef90_A0A013WLL1|g__Sphingobium.s__Sphingobium_yanoikuyae	42.1848500848	146.0014935417
UniRef90_A0A013WLL5|g__Sphingobium.s__Sphingobium_yanoikuyae	49.1218283590	88.6236448724
UniRef90_A0A013WQI5|g__Sphingobium.s__Sphingobium_yanoikuyae	64.2600320112	143.0410460348
UniRef90_A0A013WR82|g__Sphingobium.s__Sphingobium_yanoikuyae	38.7976627804	107.0926986704
UniRef90_A0A013WRN7|g__Sphingobium.s__Sphingobium_yanoikuyae	0	27.1500544805
UniRef90_A0A013WS71|unclassified	23.5183909629	22.3668537306
UniRef90_A0A013WT69|g__Sphingobium.s__Sphingobium_yanoikuyae	42.4982158835	76.8463065745
UniRef90_A0A013WTX3|g__Sphingobium.s__Sphingobium_yanoikuyae	93.6453265788	45.1298727259
UniRef90_A0A013WWT7|g__Sphingobium.s__Sphingobium_yanoikuyae	64.1550894549	90.9090909091
UniRef90_A0A013WYF8|g__Sphingobium.s__Sphingobium_yanoikuyae	44.0450687098	71.2836095279
UniRef90_A0A013WYJ7|g__Sphingobium.s__Sphingobium_yanoikuyae	46.4772210891	165.9071988092
UniRef90_A0A013WZM2|g__Sphingobium.s__Sphingobium_yanoikuyae	44.5586926690	162.6084682554
UniRef90_A0A013XPU6|g__Sphingobium.s__Sphingobium_yanoikuyae	29.5070036032	96.1522149705
UniRef90_A0A013XQR6|g__Sphingobium.s__Sphingobium_yanoikuyae	0	19.2774426184
UniRef90_A0A013XR44|g__Sphingobium.s__Sphingobium_yanoikuyae	53.3655038670	116.0911356251
UniRef90_A0A013XS52|g__Sphingobium.s__Sphingobium_yanoikuyae	62.0742377953	85.7434775619
UniRef90_A0A013XS93|g__Sphingobium.s__Sphingobium_yanoikuyae	67.1175995904	121.3753317137
UniRef90_A0A013XXK1|g__Sphingobium.s__Sphingobium_yanoikuyae	48.9296636086	140.6263349539
UniRef90_A0A013XXL0|g__Sphingobium.s__Sphingobium_yanoikuyae	52.4182758392	112.5848825614
UniRef90_A0A014MBH8|g__Acidovorax.s__Acidovorax_avenae	1512.5182652558	3687.5883623810
UniRef90_A0A014MPG9|unclassified	43.8703729868	0
UniRef90_A0A014NL03|unclassified	42.7620720185	0
UniRef90_A0A014NMG8|g__Acidovorax.s__Acidovorax_avenae	1079.8099595205	3346.3085672078
UniRef90_A0A016XF45|unclassified	0	54.6649180013
UniRef90_A0A016XG38|g__Acidovorax.s__Acidovorax_avenae	1199.8436193657	2755.2204220611
UniRef90_A0A016XG43|unclassified	37.9729517206	49.6714702914
UniRef90_A0A016XHM0|unclassified	0	23.8564315747
UniRef90_A0A017HJM7|unclassified	101.2011477379	104.9815922933
UniRef90_A0A017HK22|unclassified	173.7338612179	189.3172297681
UniRef90_A0A017HKM3|unclassified	921.2208940011	601.3675746153
UniRef90_A0A017HMB6|unclassified	0	140.4852623962
UniRef90_A0A017HMG7|unclassified	0	21.5617715618
UniRef90_A0A017HNE5|unclassified	25.6054218427	0
UniRef90_A0A017HSJ8|unclassified	180.8090868192	0
UniRef90_A0A017HT91|unclassified	46.0611529880	88.7414449789
UniRef90_A0A017HUQ7|unclassified	267.4367217123	227.1118999216
UniRef90_A0A021VT13|unclassified	0	21.3389645167
UniRef90_A0A022FRC9|unclassified	20.7096635352	31.5249405361
UniRef90_A0A022FSX6|unclassified	712.2348995612	612.0913478360
UniRef90_A0A022GM02|unclassified	39.0503910116	0
UniRef90_A0A022GS01|unclassified	16.9604656596	0
UniRef90_A0A023X9S9|unclassified	16.6256283635	0
UniRef90_A0A024H5L7|unclassified	7.5187969925	0
UniRef90_A0A024HCJ1|unclassified	124.3607325004	0
UniRef90_A0A024HHY5|unclassified	89.1893681992	0
UniRef90_A0A024IRH2|g__Sphingobium.s__Sphingobium_yanoikuyae	52.4790552365	74.7180442356
UniRef90_A0A031FK32|unclassified	46.4726753201	132.1850526641
UniRef90_A0A031FKG1|unclassified	33.6575639247	170.2370496755
UniRef90_A0A031FKH9|unclassified	0	73.6876922348
UniRef90_A0A031FL41|unclassified	29.1468405707	104.3350409042
UniRef90_A0A031FLM1|unclassified	70.2334560954	201.9690599887
UniRef90_A0A031FLY6|unclassified	47.4786196197	111.4419375114
UniRef90_A0A031FLZ0|unclassified	46.5087046901	98.6590969486
UniRef90_A0A031FM03|unclassified	70.9196659202	203.6056850770
UniRef90_A0A031FMB7|unclassified	32.4245151852	105.6841385010
UniRef90_A0A031FME9|unclassified	37.3571491983	127.2440924059
UniRef90_A0A031FMF4|unclassified	27.2088367829	148.1911095019
UniRef90_A0A031FMP7|unclassified	50.0571113232	77.3375107406
